title,skills,level,platform,course_id
Tax Credits - Family & Dependent Tax Credits,,All Levels,Udemy,C23761
Learning PL/SQL -  Truly Basic to Advanced The Example Way,,All Levels,Udemy,C23762
Gmail Productivity - Become An Email Productivity Wizard!,,Beginner,Udemy,C23763
Master QuickBooks Pro 2015 the Easy Way,,Beginner,Udemy,C23764
Comprehensive Microsoft PowerPoint,,All Levels,Udemy,C23765
Master Microsoft Excel 2019/365 - Advanced Excel,,Expert,Udemy,C23766
Advanced Google Drive Tools for ABA (2.0 CEUs),,Intermediate,Udemy,C23767
SAP Cutover Activities Management,,All Levels,Udemy,C23768
"Mac Keynote, Mac Pages, Mac Numbers - Basic to Advance Guide",,All Levels,Udemy,C23769
Learn Microsoft Excel 365  in the Evening,,Beginner,Udemy,C23770
Mastering Excel 2016 - Basics,,Beginner,Udemy,C23771
Become a PowerPoint NINJA! Video Animation & Graphics Course,,All Levels,Udemy,C23772
"Excel for Business Life, From Beginning to Advanced",,All Levels,Udemy,C23773
Microsoft Excel - Excel Rookie to Confident Crash Course,,All Levels,Udemy,C23774
Engineering Calculations using Microsoft Excel,,All Levels,Udemy,C23775
SAP MM integration with all SAP modules (FI PP PM QM SD WM),,All Levels,Udemy,C23776
SAP: SAP PM: SAP Project management for all,,All Levels,Udemy,C23777
SharePoint 2013 Site Owner Beginner,,Beginner,Udemy,C23778
Master QuickBooks 2018 & QuickBooks 2019 the Easy Way,,Beginner,Udemy,C23779
SAP Accounts Payable Certification Training,,All Levels,Udemy,C23780
SAP S/4HANA Sales Order Management,,All Levels,Udemy,C23781
Excel Formula Blueprint,,All Levels,Udemy,C23782
SAP WM Course on RF/Mobile Data Entry,,All Levels,Udemy,C23783
Excel Fundamentals: 4 Practice Test Bundles for Exam Success,,,Udemy,C23784
Power Pivot Workshop Intermediate,,Intermediate,Udemy,C23785
SAP Basis Complete Installation ,,All Levels,Udemy,C23786
Microsoft Office 365 SharePoint for End Users,,All Levels,Udemy,C23787
SAP PM (Plant Maintenance) Training,,All Levels,Udemy,C23788
Google Sheets for Beginners: The Complete Sheets Bootcamp,,Intermediate,Udemy,C23789
Excel VBA Blueprint: Build 9 VBA Macros & Automate Excel,,Intermediate,Udemy,C23790
How To Get Your DREAM Salesforce Admin / Developer Job!,,All Levels,Udemy,C23791
Microsoft Excel Keyboard Shortcuts: A Comprehensive Guide,,All Levels,Udemy,C23792
The Excel Masterclass- The Complete Microsoft Excel Course,,All Levels,Udemy,C23793
Microsoft Word. From beginners to advance.,,All Levels,Udemy,C23794
Become a Generative AI Trailblazer in Just 30 Minutes,web development,Beginner,Udemy,C23795
Master presentation with powerpoint 2013,,Expert,Udemy,C23796
Microsoft Excel Charts Master Class,data analysis,All Levels,Udemy,C23797
Excel Macros and VBA for Beginners,,Beginner,Udemy,C23798
Complete Google Workspace (G Suite) - Basic to Advance Level,,All Levels,Udemy,C23799
Mastering Crystal Reports 2011 Made Easy Training Tutorial,,All Levels,Udemy,C23800
SharePoint for Site Owners,,All Levels,Udemy,C23801
Excel PowerQuery M code language - Part 3,data analysis,All Levels,Udemy,C23802
Microsoft Excel 2013 Training Tutorial,,All Levels,Udemy,C23803
Getting Things Done With OmniFocus 2,,All Levels,Udemy,C23804
Microsoft Excel 2013 Training Tutorial,,All Levels,Udemy,C23805
Evernote Made Easy: Boost Productivity & Simplify Your Life,,All Levels,Udemy,C23806
Introduction to Microsoft Excel 365,,All Levels,Udemy,C23807
Microsoft Power Platform Fundamentals PL-900 Certification,data analysis,All Levels,Udemy,C23808
Introduction to Google Calendar for beginners,,Beginner,Udemy,C23809
Microsoft Planner – Organize and Manage Projects Together,,Beginner,Udemy,C23810
Mastering Excel Data Analysis & Dashboard Reporting,,All Levels,Udemy,C23811
Microsoft 365 Sway - Beginner,,All Levels,Udemy,C23812
Microsoft Teams: Become a Power User,,All Levels,Udemy,C23813
Microsoft Excel: From Beginner to Expert,,Intermediate,Udemy,C23814
Better Dashboards in Google Sheets,,Beginner,Udemy,C23815
OBIEE 12c  Visual Analyzer Developer Course,,All Levels,Udemy,C23816
Google Advance Search (Zero to Hero),,All Levels,Udemy,C23817
"ChatGPT for School, College & University Work",,All Levels,Udemy,C23818
Microsoft Excel - Excel from Beginner to Advanced,,All Levels,Udemy,C23819
Microsoft Excel: Advanced Excel Formulas & Functions,data analysis,All Levels,Udemy,C23820
Microsoft Excel: Data Analysis with Excel Pivot Tables,data analysis,All Levels,Udemy,C23821
"Microsoft Excel: Data Visualization, Excel Charts & Graphs",data analysis,All Levels,Udemy,C23822
Unlock Excel VBA and Excel Macros,,All Levels,Udemy,C23823
Microsoft Excel 2023 - From Beginner to Expert in 6 Hours,,All Levels,Udemy,C23824
"Excel Essentials: The Complete Excel Series - Level 1, 2 & 3",,All Levels,Udemy,C23825
Master Microsoft Word Beginner to Advanced,,All Levels,Udemy,C23826
Master Microsoft Excel Macros and Excel VBA,,All Levels,Udemy,C23827
Microsoft Excel 2016 for Beginners: Master the Essentials,,Beginner,Udemy,C23828
Productivity and Time Management for the Overwhelmed,,All Levels,Udemy,C23829
"Time Management Mastery: Do More, Stress Less",,All Levels,Udemy,C23830
Become a SuperLearner® 2: Learn Speed Reading & Boost Memory,,All Levels,Udemy,C23831
Life Coaching Certificate Course (Beginner to Intermediate),,All Levels,Udemy,C23832
ChatGPT: Complete ChatGPT Course For Work 2023 (Ethically)!,,All Levels,Udemy,C23833
Critical Thinking Strategies For Better Decisions,,All Levels,Udemy,C23834
Storytelling to Influence,,All Levels,Udemy,C23835
Productivity Machine: Time Management & Productivity Hacks,,All Levels,Udemy,C23836
Customer Service: Soft Skills Fundamentals,,Beginner,Udemy,C23837
Psychology of Diversity and Unconscious Bias,,All Levels,Udemy,C23838
Neuro-Linguistic Programming (NLP) Practitioner Certificate,,All Levels,Udemy,C23839
Workplace Communication: You Can Speak Up at Meetings!,,All Levels,Udemy,C23840
Stress Management: 40+ easy ways to deal with stress,,Beginner,Udemy,C23841
"Growth Mindset: The Key to Confidence, Impact & Fulfillment",,All Levels,Udemy,C23842
Effective Email Communication: Enhancing Your Voice at Work,,Beginner,Udemy,C23843
Goal Setting Mastery Course,,All Levels,Udemy,C23844
SELF-CONFIDENCE: 40-minute Confidence & Self Esteem Guide,,All Levels,Udemy,C23845
Successful Negotiation: Master Your Negotiating Skills,,All Levels,Udemy,C23846
Active Listening Masterclass,,All Levels,Udemy,C23847
Professional Life Coach Certification & Guide (Accredited),,All Levels,Udemy,C23848
Working Remotely: How To Succeed In The New Workplace,,All Levels,Udemy,C23849
Business Communication Skills: Business Writing & Grammar,,Beginner,Udemy,C23850
Learn to Fully Charge Your Work & Life by Tom Rath,,All Levels,Udemy,C23851
The Stress Detox: A Stress Management Framework for Leaders,,Beginner,Udemy,C23852
Management Skills Training for New & Experienced Managers,,All Levels,Udemy,C23853
"Emotional Intelligence: Master Anxiety, Fear, & Emotions",,All Levels,Udemy,C23854
Modern Productivity: Superhuman Focus In A Distracted World,,All Levels,Udemy,C23855
Practical Time Management - Personal Productivity Tools,,All Levels,Udemy,C23856
Assertiveness Basics: The 50-minute Communication Guide,,All Levels,Udemy,C23857
Work From Home: Where to Start and How to Succeed,,Beginner,Udemy,C23858
Tactics for Tackling Difficult People in Life and Work,,All Levels,Udemy,C23859
How to be Successful: Create A Growth Mindset For Success,,All Levels,Udemy,C23860
Effective Time Management - Get 10X More Done in Less Time,,Beginner,Udemy,C23861
Neuroplasticity: How To Rewire Your Brain,,All Levels,Udemy,C23862
Anxiety and Stress - Best Practices for Reducing Stress,,All Levels,Udemy,C23863
"Boost Your Productivity: Adapt, Improve, Do!",,All Levels,Udemy,C23864
Radiate Confidence: How to Create a 1000 Watt Presence,,All Levels,Udemy,C23865
Business Etiquette 101: Social Skills for Success,,All Levels,Udemy,C23866
The Psychology of Happiness,,All Levels,Udemy,C23867
Boost Your Career Success by Developing Your Soft Skills,,All Levels,Udemy,C23868
How to Develop Emotional Resilience to Manage Stress,,Intermediate,Udemy,C23869
"Master your Decision-Making, and Critical Thinking Skills !",,All Levels,Udemy,C23870
Personal Branding: Strengthen Your Professional Reputation,,Beginner,Udemy,C23871
"Mindfulness Practitioner Diploma (Level I, II, III & Master)",,All Levels,Udemy,C23872
Communicating with Empathy,,All Levels,Udemy,C23873
21 Day Crash Course in Emotional Intelligence,,Beginner,Udemy,C23874
The Science of Leadership,,All Levels,Udemy,C23875
Master your brain: Neuroscience for personal development,,All Levels,Udemy,C23876
Smart Tips: Time Management & Productivity,,All Levels,Udemy,C23877
"Presenting with Confidence: Prepare, Practice and Perform!",,Beginner,Udemy,C23878
Heartfulness Meditation- Evolution of Consciousness w/ Daaji,,All Levels,Udemy,C23879
How to Build Confidence in Your Abilities,,All Levels,Udemy,C23880
Difficult Conversations: Master Difficult Conversations,,All Levels,Udemy,C23881
CONFIDENCE and SELF ESTEEM: Develop Confident Body Language,,All Levels,Udemy,C23882
Neuroscience for parents: How to raise amazing kids,,All Levels,Udemy,C23883
Career Hacking: The Ultimate Job Search Course (Now w/ AI!),,All Levels,Udemy,C23884
Life Purpose Life Coach Certification (Accredited),,All Levels,Udemy,C23885
10X SUPERHUMAN Learning: Speed Reading & Memory Booster,,All Levels,Udemy,C23886
Confidence Blueprint: Develop Confidence & a Growth Mindset,,All Levels,Udemy,C23887
2023 Complete Public Speaking Masterclass For Every Occasion,,All Levels,Udemy,C23888
Communication Skills Machine: Master Persuasion & Influence,,All Levels,Udemy,C23889
Conscious Business: Building Positive Relationships,,All Levels,Udemy,C23890
How to Build Self-Discipline,,All Levels,Udemy,C23891
Mind Mapping Mastery –> Effective Mind Maps -> Step by Step,,All Levels,Udemy,C23892
Conscious Business: Building Collaborative & Engaged Teams,,All Levels,Udemy,C23893
Emotional Intelligence: How To Influence People & Businesses,,All Levels,Udemy,C23894
Think Like a Leader with Brian Tracy,,Beginner,Udemy,C23895
Mindful Resilience for Work-Life Thriving,,All Levels,Udemy,C23896
Leadership Principles: Transformational Leadership & Culture,,All Levels,Udemy,C23897
"Sounds True's Freedom to Choose Something Different, Part 1",,All Levels,Udemy,C23898
Facilitation Skills: The Core Skill of Great Team Leaders,,Beginner,Udemy,C23899
Time Management & Productivity Best Practices: Get More Done,,All Levels,Udemy,C23900
"The Complete Resume, LinkedIn & Get Your Dream Job Course!",,All Levels,Udemy,C23901
Primal Learning - Join the Top 1% Fastest Learners,,All Levels,Udemy,C23902
Soft Skills: The 11 Essential Career Soft Skills,,All Levels,Udemy,C23903
Become a SpeedDemon 1: Productivity Tricks to Have More Time,,All Levels,Udemy,C23904
Email Ninja - Take Back Control of Your Email Inbox,,All Levels,Udemy,C23905
Negotiation Fundamentals: How To Negotiate Effectively,,All Levels,Udemy,C23906
Growth Mindset and Neuroplasticity : A Model for Success !,,All Levels,Udemy,C23907
Become a Master at Conflict Management at Home or Work,,All Levels,Udemy,C23908
10X SUPERHUMAN Focus: Maximize Your Brain & Focus,,All Levels,Udemy,C23909
Positive Self Talk - Affirmations & Mindset,,All Levels,Udemy,C23910
Leadership: Leading When You Are Not In Charge!,,All Levels,Udemy,C23911
Persuasion Masterclass: How To Powerfully Influence Anyone,,All Levels,Udemy,C23912
Double Your Confidence & Self Esteem - Complete Blueprint,,All Levels,Udemy,C23913
Happiness Life Coach Certification  (Accredited),,All Levels,Udemy,C23914
Influence People with Persuasion Psychology,,All Levels,Udemy,C23915
"Creativity, problem solving and generating alternatives",,All Levels,Udemy,C23916
Voice Training – 30-Days to a More Confident Powerful Voice.,,All Levels,Udemy,C23917
How to Lead & Coach Millennials & Gen Z Employees,,All Levels,Udemy,C23918
How to be more productive working from home,,All Levels,Udemy,C23919
Focus And Flow State: A Comprehensive Brain Guide,,All Levels,Udemy,C23920
How To Remember Everything With Tom Weber,,All Levels,Udemy,C23921
Disciplined Dreaming: Lead Breakthrough Creativity at Work,,Beginner,Udemy,C23922
Dressing to Win in the Workplace,,All Levels,Udemy,C23923
"Life Mastery - Happiness, Health & Success",,All Levels,Udemy,C23924
Spiritual Coach Certification (Accredited),,All Levels,Udemy,C23925
Coaching for Growth and Success,,All Levels,Udemy,C23926
Transformation Life Coach Certification  (Accredited),,All Levels,Udemy,C23927
What do we mean by climate breakdown?,,All Levels,Udemy,C23928
Building Influence at Work,,All Levels,Udemy,C23929
Time Management Secrets For Busy People,,All Levels,Udemy,C23930
Learning How to Learn From Video Courses,,All Levels,Udemy,C23931
Leadership Communication Skills for Influence and Impact,,All Levels,Udemy,C23932
Work from Home - Work Life Balance and Time Management,,All Levels,Udemy,C23933
NLP Master Practitioner Training (Advanced to Specialist),,All Levels,Udemy,C23934
CBT Cognitive Behavior Life Coach Certification: Accredited,,All Levels,Udemy,C23935
Brain Science: Improve Your Memory & Boost Your Memory,,All Levels,Udemy,C23936
Goal Setting to Success: Life Coach Certification Accredited,,All Levels,Udemy,C23937
What's Your Leadership Style?,,All Levels,Udemy,C23938
Listening Skills - The Ultimate Workplace Soft Skills,,All Levels,Udemy,C23939
Negotiation Secrets for Master Negotiators,,All Levels,Udemy,C23940
How to Build your Professional Network,,Beginner,Udemy,C23941
Leadership Masterclass,,All Levels,Udemy,C23942
Future Skills 2030-Prepare for the 4th Industrial Revolution,,Beginner,Udemy,C23943
Change Management Training: Master the Change Process!,react,All Levels,Udemy,C23944
How To Be Hyper Productive When Working From Home Off-Site,,All Levels,Udemy,C23945
Fully Accredited Professional Counselling Diploma Course,,All Levels,Udemy,C23946
Motivation: The Science of Motivating Yourself and Your Team,,All Levels,Udemy,C23947
COMPLETE Creative Writing - All Genres - THE FULL COURSE!,,All Levels,Udemy,C23948
Complete Presentation Skills Masterclass for Every Occasion,,All Levels,Udemy,C23949
Tech 101: Introduction to Working in Tech,,Beginner,Udemy,C23950
Growth mindset : The complete guide,,All Levels,Udemy,C23951
Influencing Others Positively at Work and in Life,,All Levels,Udemy,C23952
Excel Deep Dive: Pivot Tables Workshop,data analysis,Intermediate,Udemy,C23953
AMERICAN ENGLISH PRONUNCIATION: Accent Reduction Made Easy,,All Levels,Udemy,C23954
Smart Tips: Wellness,,All Levels,Udemy,C23955
SUPERHUMAN Productivity 10X: The Secret Skill Of Performance,,All Levels,Udemy,C23956
Confessions of an ex procrastinator,,All Levels,Udemy,C23957
"Succeed, Influence and Inspire as a Woman in Leadership",,All Levels,Udemy,C23958
Become A Learning Machine 2.0: Read 300 Books This Year,,All Levels,Udemy,C23959
"Confidence, Assertiveness and Emotional IQ Mastery Course",,All Levels,Udemy,C23960
Roadmap to Leadership,,All Levels,Udemy,C23961
Personal Branding Mastery: The System To Reinvent Yourself!,,All Levels,Udemy,C23962
How to Use Leadership Styles Effectively: Matched Leadership,,All Levels,Udemy,C23963
The Story Course - Storytelling Masterclass,,All Levels,Udemy,C23964
30 Day Challenge to a More Productive and Much Happier You!,,All Levels,Udemy,C23965
Leadership: Essentials for Career Development,,All Levels,Udemy,C23966
Advanced Certificate in Life Coaching (Skills and Practice),,All Levels,Udemy,C23967
"Accelerate Ideas and Innovation, a Research based Guide !",,All Levels,Udemy,C23968
Powerful Social Media Marketing For Beginners,,Beginner,Udemy,C23969
Telephone Confidence: Be Super Confident on the Telephone!,,All Levels,Udemy,C23970
Inspirational Leadership Skills,,All Levels,Udemy,C23971
Anger Management Techniques That Actually Work,,All Levels,Udemy,C23972
How to Improve your Memory And Learning Skills,,All Levels,Udemy,C23973
The Complete Personal Development Course - 22 Courses in 1,,All Levels,Udemy,C23974
Power of the Mind in Health and Healing,,All Levels,Udemy,C23975
The Daily Journal - Habit of Successful People,,Beginner,Udemy,C23976
Create an Explosive Resume,,All Levels,Udemy,C23977
Master Class - Creative Problem Solving & Decision Making,,All Levels,Udemy,C23978
How to Unlock Your True Potential,,Beginner,Udemy,C23979
Law of Attraction Life Coach Certification  (Accredited),,All Levels,Udemy,C23980
Discover Your Life Purpose,,All Levels,Udemy,C23981
Certified Relationship Workshop Facilitator for Life Coaches,,Intermediate,Udemy,C23982
Cryptocurrency Investing: Buy & Trade Bitcoin & Altcoins,,All Levels,Udemy,C23983
How to Design Effective Training Programs,,All Levels,Udemy,C23984
Double Your Productivity: Time Management & Focus,,All Levels,Udemy,C23985
Cut the Time E-mail Steals from You by Half,,All Levels,Udemy,C23986
Life Coach Training Course: Introduction to Life Coaching,,All Levels,Udemy,C23987
Goals: The Lifelong Project - 8 PDUs,,All Levels,Udemy,C23988
Leadership Lessons and Building high performing teams,,All Levels,Udemy,C23989
Leadership Ethics and Integrity: A Comprehensive Guide !,,All Levels,Udemy,C23990
Develop Daily Self-Discipline,,All Levels,Udemy,C23991
Inspirational Screenwriting.  The #1 Screenwriting Course!,,All Levels,Udemy,C23992
The Authentic Confidence and Self-Esteem Masterclass,,All Levels,Udemy,C23993
People Power: How to influence anyone anywhere,,Beginner,Udemy,C23994
Mindfulness Life Coach Certification & Mindfulness Blueprint,,All Levels,Udemy,C23995
How To Keep A Healthy Brain,,All Levels,Udemy,C23996
"Parenting Skills to Raise Responsible, Mature Children",,All Levels,Udemy,C23997
Success: How to Set and Achieve Goals,,All Levels,Udemy,C23998
Never be Lied to Again: Advanced Lie Detection Course,,Expert,Udemy,C23999
Leadership Skills Training: Become an Inspiring Leader!,,All Levels,Udemy,C24000
Emotional Intelligence : Understand & Master your Emotions !,,All Levels,Udemy,C24001
Emotional Intelligence Life Coach Certification (Accredited),,All Levels,Udemy,C24002
The Complete Business Communication Masterclass,,Beginner,Udemy,C24003
Remote Viewing Basics- Turn Intuition into Super Psychic,,Beginner,Udemy,C24004
Mastering your own communication: The fundamentals,,All Levels,Udemy,C24005
Cognitive Behavioral Therapy CBT Life Coaching Certification,,All Levels,Udemy,C24006
Automotive 101: A Beginners Guide To Automotive Repair,,Beginner,Udemy,C24007
NLP Practitioner & NLP Life Coach Certification (Accredited),,All Levels,Udemy,C24008
Master Persuasion Psychology,,All Levels,Udemy,C24009
20 Life Hacks to Inspire You to Excel in Business & Life,,All Levels,Udemy,C24010
The Power of Deep Listening (Using Active Listening Skills),,All Levels,Udemy,C24011
Sound Therapy & Sound Healing Accredited Practitioner Course,,All Levels,Udemy,C24012
Screenwriting & Storytelling Blueprint: Hero's Two Journeys,,All Levels,Udemy,C24013
Life Coach Certification Masterclass: 3 Certifications In 1,,All Levels,Udemy,C24014
Stress Management - How to Manage Your Stress Effectively,,All Levels,Udemy,C24015
Change Management Mastery : A Model for Leaders & Managers !,,All Levels,Udemy,C24016
The Magic of Action (Motivation),,All Levels,Udemy,C24017
The Complete Guide To Activating High Performance,,Beginner,Udemy,C24018
"Success Tips: Boosting Confidence, Wealth & Productivity",,All Levels,Udemy,C24019
Skyrocket Your Creativity and Get Better Ideas: 7 Easy Ways,,Beginner,Udemy,C24020
The DEFINITIVE course on Speed Reading. All techniques+hacks,,All Levels,Udemy,C24021
Fully Accredited Reflexology Diploma - Heal Via Your Feet!,,All Levels,Udemy,C24022
Get Things Done: How To Organize Your Life And Take Action,,All Levels,Udemy,C24023
Build Grit,,All Levels,Udemy,C24024
The Complete Job Interviewing Skills Masterclass Course,,All Levels,Udemy,C24025
"Influence, Negotiation, & Persuasion Skills Mastery !",,Beginner,Udemy,C24026
MINDFULNESS MEDITATION with Jack Kornfield,,All Levels,Udemy,C24027
Mini Habit Mastery: The Scientific Way To Change Your Habits,,All Levels,Udemy,C24028
Leadership: You Can Speak Like a Leader,,All Levels,Udemy,C24029
Complete Personal Development Personal Transformation Course,,All Levels,Udemy,C24030
iGCBT™ Certified CBT Practitioner,,All Levels,Udemy,C24031
Salary Negotiation: How to Negotiate a Raise or Promotion,,All Levels,Udemy,C24032
Frazzled to Focused,,All Levels,Udemy,C24033
Self-Discipline Hacks: Increase Productivity & Achieve Goals,,All Levels,Udemy,C24034
50 Career & Self Development Tips: Welcome to the New You!,,All Levels,Udemy,C24035
Career Coaching Certification in Career Development Coaching,,All Levels,Udemy,C24036
Crystal Singing Bowls Sound Therapy & Sound Healing Training,,Beginner,Udemy,C24037
A Complete Guide to Building Your Network by Keith Ferrazzi,,All Levels,Udemy,C24038
Motivation! How to End Procrastination Once and For All,,All Levels,Udemy,C24039
Leadership Through The Art Of Masterful Communication,,All Levels,Udemy,C24040
Complete Time Management Course  Raise Personal Productivity,,All Levels,Udemy,C24041
Life and Career Coaching for Yourself using the GROW Model,,All Levels,Udemy,C24042
iGNLP™ - Certified NLP  Assoc and Master Practitioner,,All Levels,Udemy,C24043
Active Listening - The Complete Guide,,All Levels,Udemy,C24044
Building Confidence Through Drawing: Art for Beginners,,Beginner,Udemy,C24045
Emotional intelligence in practice,,All Levels,Udemy,C24046
Master Your Emotions and Revolutionise Your Social Skills,,All Levels,Udemy,C24047
Master Lateral Thinking,,Beginner,Udemy,C24048
CONFIDENCE Tools - Confidence & Self Esteem for Introverts,,All Levels,Udemy,C24049
"A Deep-Dive into Diversity and Inclusion, for Leadership !",,All Levels,Udemy,C24050
The Complete Personal Productivity Course - Business & Life,,All Levels,Udemy,C24051
IT Support Technical Skills Bootcamp,,Beginner,Udemy,C24052
"Use Probability & Statistics accurately, in Decision making",,Beginner,Udemy,C24053
The Neuroscience of Shopping (Marketing and Manipulation),,All Levels,Udemy,C24054
Become A Learning Machine: How To Read 300 Books This Year,,All Levels,Udemy,C24055
The Complete Goal Setting and Action Planning Masterclass,,All Levels,Udemy,C24056
How To Stop Procrastinating,,All Levels,Udemy,C24057
Life Coaching Business MASTERCLASS (5+ Courses in 1),,All Levels,Udemy,C24058
Visual Thinking and Sketchnoting Boot Camp,,All Levels,Udemy,C24059
Confidence Life Coach Certification & Confidence Blueprint,,All Levels,Udemy,C24060
Time Management for Professionals,,All Levels,Udemy,C24061
Master Public Speaking to Become a Leader at Work. Speak Up!,,Intermediate,Udemy,C24062
Time Management And Goal Planning: The Productivity Combo,,All Levels,Udemy,C24063
How to Stop Procrastinating & Get Things Done,,All Levels,Udemy,C24064
Intro to Storytelling: Wow Your Crowd,,All Levels,Udemy,C24065
Creating a Meaningful Life & Developing Habits of Happiness,,All Levels,Udemy,C24066
Presentation Skills - Advanced: Speak Without Reading Notes,,All Levels,Udemy,C24067
Fundamentals of Mindfulness,,All Levels,Udemy,C24068
Freight Broker Training,,All Levels,Udemy,C24069
Motivation: unlock powerful self motivation,,All Levels,Udemy,C24070
"""Another"" 20 Life Hacks to Inspire You to Excel in Life",,All Levels,Udemy,C24071
10-Day Double Your Self-Confidence & Self-Esteem Challenge,,All Levels,Udemy,C24072
Group Life Coaching Certification (Accredited),,All Levels,Udemy,C24073
Mind map for Beginners. How to make learning fun and fast.,,All Levels,Udemy,C24074
Finding Your Life's Purpose by Eckhart Tolle,,All Levels,Udemy,C24075
Master Notion - Beginner to Advanced,,Beginner,Udemy,C24076
Life Coaching : Start Up Your Own Life Coaching Business,,All Levels,Udemy,C24077
Public Speaking: A tactical approach,,Beginner,Udemy,C24078
Assertiveness Masterclass,,All Levels,Udemy,C24079
Resilience Coaching and Leadership: Accredited Certificate,,Beginner,Udemy,C24080
Managing conflict with skill and confidence,,All Levels,Udemy,C24081
I Am In Control - Mindfulness & Neuroplasticity,,All Levels,Udemy,C24082
CBT: Cognitive Behavioral Therapy For Therapists & Coaches,,All Levels,Udemy,C24083
Personal Emergency Planning (Coronavirus - COVID-19 Edition),,All Levels,Udemy,C24084
Performance Under Pressure - Taking Action,react,Intermediate,Udemy,C24085
Work From Home: Productivity and Time Management Techniques,,All Levels,Udemy,C24086
Optimization problems and algorithms,,All Levels,Udemy,C24087
Ethics for Leaders : Understand Deception and Dishonesty !,,All Levels,Udemy,C24088
Fully Accredited Professional Child Psychology Diploma,,All Levels,Udemy,C24089
Productivity and Time Management Masterclass,,All Levels,Udemy,C24090
(Oxford)  Diploma in Art Therapy (Extended Master Course),,All Levels,Udemy,C24091
Double Your Social Skills and Instantly Connect With People,,All Levels,Udemy,C24092
Becoming a More Confident Leader,,All Levels,Udemy,C24093
Stress Management: Avoid Burnout and Prevent Stress,,All Levels,Udemy,C24094
Emotional Intelligence: The Complete Masterclass ®,,All Levels,Udemy,C24095
Solution-Focused Brief Therapy,,All Levels,Udemy,C24096
Life Coach Certification Associate ACELC Life Coach Training,,All Levels,Udemy,C24097
Foundations to Communication Mastery,,Beginner,Udemy,C24098
The Complete Daily Positive Habits Building Course,,All Levels,Udemy,C24099
Do it Yourself - Automotive Electrical Diagnosis - Beginner,,Beginner,Udemy,C24100
How to Overcome Imposter Syndrome and Self-Doubt,,Beginner,Udemy,C24101
Charisma: You Can Develop Charisma,,All Levels,Udemy,C24102
A+ Essays: A Structured Approach to Successful Essay Writing,,All Levels,Udemy,C24103
"Motivation and Employee Engagement, a Research based Guide !",,All Levels,Udemy,C24104
Newly Updated - Comprehensive Guide to LinkedIn,,All Levels,Udemy,C24105
Start Finishing Your Projects,,Beginner,Udemy,C24106
Mindfulness Life Coach: Certification with Accreditation,,All Levels,Udemy,C24107
Visionary Servant Leadership,,All Levels,Udemy,C24108
iGCLC™ -Certificate SMART Goals,,All Levels,Udemy,C24109
LGBT+ 101,,All Levels,Udemy,C24110
"Mindfulness for Mental Health, Personal Growth & Inner Peace",,All Levels,Udemy,C24111
Micro Expressions Training & Body Language for Lie Detection,,All Levels,Udemy,C24112
Fully Accredited Professional Psychotherapy Diploma Course,,All Levels,Udemy,C24113
"The Hyper-Focus, Self-Control and Productivity Masterclass",,All Levels,Udemy,C24114
English Literature: Be as Informed as a Literature Graduate,,All Levels,Udemy,C24115
Finish It! Motivation & Processes For Video Game Development,,All Levels,Udemy,C24116
"Voice Training - Develop A Deeper, Sexy & Charismatic Voice",,All Levels,Udemy,C24117
Mastering Interview Skills in 1 Hour with Fortune 500 Exec,,All Levels,Udemy,C24118
CBT Cognitive Behavioral Therapy (Human Mind Owner’s Manual),,All Levels,Udemy,C24119
Beginning Screenwriting made EASY - Screenwriting Course,,Beginner,Udemy,C24120
Effective Leadership,,Beginner,Udemy,C24121
Persuasion Machine: Master Persuasion Psychology & Influence,,All Levels,Udemy,C24122
"PROVEN Manifestation, Law of Attraction Self Hypnosis System",,All Levels,Udemy,C24123
Worldbuilding Workshop: Writing Great Fantasy,,All Levels,Udemy,C24124
Computer Organization and How to Organize Computer Files,,All Levels,Udemy,C24125
The Complete Body Language for Business Course,,All Levels,Udemy,C24126
Supercharge Your Productivity,,All Levels,Udemy,C24127
The Complete Focus Mastery Course - Brain Concentration,,All Levels,Udemy,C24128
Notion 101: Organize your personal & work life with ease,,All Levels,Udemy,C24129
The Communication Skills and Social Intelligence Masterclass,,All Levels,Udemy,C24130
Sounds True Presents: Good Medicine,,All Levels,Udemy,C24131
50 Personal Development And Personal Productivity Skills,,Beginner,Udemy,C24132
Taking the Work Out of Networking,,All Levels,Udemy,C24133
Leading Effective Meetings - You Can Lead Effective Meetings,,All Levels,Udemy,C24134
Focus Mastery - TURBOCHARGE Your Focus In Just 30 Days!,,All Levels,Udemy,C24135
How to Be Happy & Have the Life You Want: Tools For Success,,All Levels,Udemy,C24136
Complete Job Interviewing Skills with Real Life Examples,,All Levels,Udemy,C24137
Brain Hacking Presentations Skills,,All Levels,Udemy,C24138
Overcome Procrastination: Procrastination Mastery,,All Levels,Udemy,C24139
"Sounds True's Freedom to Choose Something Different, Part 2",,All Levels,Udemy,C24140
End Game: The Ultimate Accelerated Learning System,,All Levels,Udemy,C24141
Voice Training - Proven Methods to Improve Your Vocal Skills,,All Levels,Udemy,C24142
How To Create & Sell Your Own Guided Meditations from Home,,Beginner,Udemy,C24143
Fully Accredited Professional Spirituality Coach Diploma,,All Levels,Udemy,C24144
Courageous Allyship: Learn How to Build Inclusive Workplaces,,All Levels,Udemy,C24145
Become a SpeedDemon 2: Productivity Tricks to Have More Time,,All Levels,Udemy,C24146
